Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Bikes
9,25,92,1.1,782,23.6,0.39,0,0,3,1,846
9,21.1,72,1,1982,15.8,0.52,0,0,3,1,575
1,14.4,60,1.7,580,6.7,0,0,0,2,1,362
7,-0.9,45,0.9,1820,-11.3,0,0,0,1,1,349
3,28.3,80,1.4,1617,24.5,0,0,0,3,1,334
10,19,49,1.7,1980,8,1.73,0,0,4,1,0
11,16.1,89,2.4,1112,14.2,0.4,1.5,0,4,1,29
0,24.7,67,1.2,2000,18.1,0,0,0,4,1,763
1,2.7,86,1,460,0.5,0,0,2.9,4,1,370
10,-5.9,35,1.9,1940,-18.9,0.53,0,0,1,1,111
1,19.2,57,0.8,1985,10.4,0,0,0,3,1,902
10,5.1,27,1.2,1563,-12.4,1.54,0,0,2,1,354
7,22.7,81,0.4,866,19.2,0.4,0,0,3,1,1391
1,12.4,84,1.8,287,9.7,0,0,0,2,1,565
11,24.8,36,1.8,973,8.7,2.7,0,0,2,1,944
14,25.5,77,0.8,1957,21.1,0.75,0,0,3,1,1142
6,11.6,46,0.8,2000,0.3,0.05,0,0,2,1,190
9,25.3,72,2.4,1220,19.8,1.08,0,0,3,1,808
10,26.3,67,3.2,1673,19.6,1.48,0,0,3,1,858
16,31.6,73,3,1133,26.1,1.57,0,0,3,1,559
11,7.1,93,2.6,697,6,0.19,0,0,2,1,47
5,3.6,84,0.6,315,1.1,0,0,0,4,1,140
12,4.8,51,2.2,1715,-4.5,1.12,0,0,2,1,333
14,21,53,3.2,1306,11,1.12,0,0,2,1,931
0,13.6,79,2.2,862,10,0,0,0,2,1,412
10,29.8,76,1.4,850,25.1,1.52,0,0,3,1,533
15,25.7,56,1.8,1112,16.2,1.71,0,0,2,1,1234
4,21.7,93,0.1,244,20.5,0,0,0,3,1,382
9,7.6,82,0.7,147,4.7,0.55,0,0,2,1,540
19,12.9,66,2.5,1997,6.6,0,0,0,4,1,1228
9,17,43,2.1,1993,4.3,1.36,0,0,4,1,310
13,29.4,33,2.2,1535,11.4,3.3,0,0,3,1,1093
7,28.2,82,1.5,985,24.8,0.19,0,0,3,1,1079
7,1.1,69,0.6,418,-3.9,0,0,0,1,1,318
13,19.1,26,2.5,1134,-0.8,3.16,0,0,2,1,1007
18,27.5,77,2.1,1897,23,0.46,0,0,3,1,3016
6,24.9,76,0,1473,20.3,0.02,0,0,3,1,381
23,21.8,49,1.6,1965,10.6,0,0,0,3,1,1440
6,-1.1,81,1,253,-3.9,0,0,0,1,1,62
5,1,91,0.7,257,-0.3,0,0,3.8,1,1,39
6,14.4,96,0.7,453,13.7,0,8,0,2,1,10
10,24,49,1.7,2000,12.6,2.48,0,0,3,1,1050
6,16.3,62,2.1,2000,8.9,0,0,0,4,1,230
8,28,60,1,2000,19.5,0.91,0,0,3,1,647
14,22,33,3.4,1966,4.9,3.41,0,0,2,1,1183
9,30.5,53,1.6,2000,19.8,1.74,0,0,3,1,866
8,23.6,93,0.9,308,22.3,0.21,0,0,3,1,1836
19,-8.2,32,1.1,2000,-22,0,0,0,1,1,273
8,18.9,82,2.3,326,15.7,0.44,0,0,3,1,2317
19,28.2,64,2.8,1978,20.7,0.5,0,0,3,1,2637
18,-2.1,29,3.9,2000,-17.7,0,0,0,1,1,807
21,16.4,56,0.8,2000,7.5,0,0,0,2,1,1940
22,-7.2,38,3.1,2000,-19.1,0,0,0,1,1,213
9,7.3,90,1.1,1889,5.7,0.12,2.5,0,4,1,195
14,32.7,49,1.5,765,20.5,2.62,0,0,3,1,762
18,22.5,38,0.8,2000,7.4,0.31,0,0,4,1,3154
12,11.5,90,1.2,973,9.9,0.06,5,0,4,1,363
2,16.9,88,2.5,2000,14.8,0,1.5,0,4,1,0
10,22.5,48,1.6,1940,10.9,2.33,0,0,3,1,867
9,6.3,53,0.5,849,-2.5,0.34,0,0,2,1,398
5,26.4,62,0.6,2000,18.5,0,0,0,3,1,273
13,21.7,44,2.1,2000,8.9,2.46,0,0,2,1,1117
18,-7.6,29,3.5,2000,-22.6,0.16,0,0,1,1,388
11,26.7,30,1.1,1782,7.6,2.83,0,0,3,1,977
0,0.3,45,1.8,1154,-10.2,0,0,0,1,1,211
2,12.5,54,0.7,1500,3.4,0,0,0,2,1,385
11,22.7,55,2.7,1297,13.1,1.86,0,0,4,1,1062
7,-2.8,42,1.3,2000,-13.9,0,0,0,4,1,727
16,25.3,38,3,2000,9.9,1.88,0,0,4,1,1840
1,8.9,45,2.1,1456,-2.4,0,0,0,2,1,375
10,24.8,34,1.3,1869,7.8,2.09,0,0,3,1,938
1,-1.2,57,4.3,1429,-8.6,0,0,0,1,1,132
18,3.5,22,0.9,1961,-16.2,0.43,0,0,2,1,854
3,10.1,70,1.1,606,4.8,0,0,0,4,1,243
16,15.2,72,1.2,625,10.1,0.4,0,0,4,1,834
13,4.1,37,3.1,1767,-9.3,1.14,0,0,1,1,394
14,18.7,14,1.6,2000,-9.3,1.25,0,0,2,1,1063
9,19.8,79,1.3,405,16,0.45,0,0,2,1,1200
4,24.7,49,1,1293,13.2,0,0,0,3,1,143
13,25,47,2.5,1120,12.8,3.34,0,0,2,1,1151
10,27.6,71,1.6,1870,21.8,2.14,0,0,3,1,818
21,24.5,78,1.2,2000,20.4,0,0,0,3,1,1931
3,12,86,0.9,297,9.7,0,0,0,2,1,252
14,5,20,3.7,1866,-16.1,2.12,0,0,1,1,335
23,12.2,57,1.9,2000,3.9,0,0,0,2,1,767
1,-4.4,33,1.4,2000,-18.2,0,0,0,1,1,103
5,9.9,69,1.1,808,4.4,0,0,0,2,1,170
4,23.9,96,0.4,1797,23.2,0,0,0,3,1,42
4,10.7,70,0.7,1404,5.4,0,0,0,2,1,140
8,14.6,71,1,1896,9.3,0.43,0,0,4,1,589
5,27.8,82,1,1599,24.4,0,0,0,3,1,292
11,1.9,25,1,1493,-16.1,0.78,0,0,1,1,216
21,21.7,58,1.3,1173,13,0,0,0,2,1,1851
12,-3.7,66,1.1,1140,-9.1,0.45,0.2,0.4,1,1,174
4,20.5,90,0.8,223,18.7,0,0,0,3,1,286
11,15.5,97,0.8,459,15,0.4,3.5,0,2,1,10
1,-11.2,54,1,2000,-18.6,0,0,0,1,1,52
12,33.6,48,1.6,2000,21,1.89,0,0,3,1,663
14,5.7,54,3.5,418,-2.9,0.83,0,0,1,1,419
11,5.7,15,1.1,1419,-19,0.98,0,0,4,1,608
4,1.7,74,1.7,1226,-2.4,0,0,0,4,1,195
20,-1.4,47,2.5,1620,-11.2,0,0,0,1,1,390
0,-0.4,83,1.2,247,-2.9,0,0,0,1,1,240
22,20.4,96,1.1,1641,19.7,0,0.5,0,3,1,71
8,16.3,40,0.8,1982,2.6,0.25,0,0,2,1,429
12,21.1,97,1.2,653,20.5,0.17,7.5,0,3,1,9
8,0.7,72,1,1397,-3.7,0.05,0,0,4,1,530
4,20.4,97,2.7,704,19.9,0,0,0,4,1,186
17,22,89,2.2,285,20,0.21,1,0,4,1,322
23,-5.8,57,1.7,2000,-12.9,0,0,2,1,1,149
1,15.1,97,1.7,173,14.6,0,0.2,0,2,1,178
21,0.5,52,0.8,1595,-8.2,0,0,0,1,1,331
21,5,73,2.2,1173,0.5,0,0,0,2,1,470
21,13,76,0.9,231,8.8,0,0,0,4,1,0
11,30.4,53,1.8,1359,19.7,2.74,0,0,3,1,797
21,15.9,35,1.4,1999,0.4,0,0,0,2,1,1593
19,-0.1,39,2.8,2000,-12.4,0,0,0,1,1,460
13,-0.8,39,2.6,1853,-13,0.54,0,2.8,1,1,171
18,4.6,55,3.2,232,-3.6,0.03,0,0,1,1,283
6,-7.8,57,4.8,1867,-14.8,0,0.4,0.3,1,1,33
4,-15.4,30,2.5,2000,-29.1,0,0,0.9,1,1,24
22,-1.7,85,1.2,1006,-3.8,0,0,3.5,1,1,73
23,24.3,71,0.8,1549,18.6,0,0,0,3,1,1173
10,30.2,52,1.4,1923,19.2,2.13,0,0,3,1,700
12,12.7,45,1.3,321,1,2.63,0,0,2,1,626
6,11.2,63,0.7,821,4.4,0,0,0,2,1,414
6,28.4,74,1,1700,23.3,0,0,0,3,1,346
19,21.7,97,0.2,1154,21.1,0.01,1,0,4,1,73
11,1.7,37,0.6,1062,-11.4,0.23,0,0,1,1,278
2,22.3,80,0.8,709,18.6,0,0,0,3,1,424
19,23.9,98,0.8,1792,23.5,0,7,0,3,1,84
17,0.4,84,0.8,317,-1.9,0.15,0,2.7,1,1,175
9,23.4,52,1.3,1997,12.9,1.53,0,0,4,1,721
21,-6.5,45,0.7,2000,-16.4,0,0,0,1,1,168
20,7.6,59,0.7,2000,0,0,0,0,4,1,1176
17,22.4,23,2.4,2000,0.2,1.89,0,0,2,1,2310
11,5.7,81,1.1,192,2.6,0.18,0,0,1,1,282
5,6.8,56,0.9,570,-1.3,0,0,0,2,1,97
19,31.6,58,2.3,1556,22.3,0.56,0,0,3,1,2245
16,22.5,86,2.5,342,20,0.47,0,0,4,1,142
0,0,75,2.3,394,-3.9,0,0,0,1,1,177
9,18.4,59,1,1951,10.2,0.86,0,0,4,1,534
2,5.6,64,0.1,1556,-0.6,0,0,0,4,1,330
15,18.2,45,4.1,1908,6,1.86,0,0,2,1,785
5,19.6,64,0.3,1483,12.5,0,0,0,2,1,252
20,10.2,46,0.2,2000,-0.9,0,0,0,4,1,1389
9,0.3,97,3,34,-0.1,0,9.1,7.1,4,1,24
3,12.7,80,0.4,384,9.3,0,0,0,2,1,170
5,6.7,81,1.1,1467,3.6,0,0,0,4,1,148
16,29,57,2.3,987,19.6,2.36,0,0,3,1,1554
22,-2.8,49,0,2000,-12,0,0,0,1,1,393
8,-3,38,1,2000,-15.4,0,0,0,1,1,112
14,1.9,32,0.7,1368,-13,0.41,0,0,1,1,331
16,24.4,35,1.8,2000,7.9,1.71,0,0,4,1,2270
4,13.3,75,0.4,1792,8.9,0,0,0,4,1,0
12,32.6,51,2.1,800,21.1,3.21,0,0,3,1,822
1,11.5,74,1.2,1305,7,0,0,0,4,1,600
22,23.5,79,2.9,1860,19.6,0,0,0,3,1,1202
19,-0.4,47,2.5,1269,-10.3,0,0,0,1,1,507
14,11.2,83,1.1,518,8.4,0.45,0,0,2,1,475
18,-1,28,1.9,2000,-17.2,0.08,0,0,1,1,542
13,10.8,44,2,935,-0.9,1.01,0,0,4,1,785
12,2.2,17,2,1824,-20.4,1.99,0,0,1,1,351
3,-4.8,56,0.6,1505,-12.2,0,0,0,1,1,102
12,-3.2,32,2.7,1900,-17.5,1.01,0,0,1,1,253
13,26.2,37,1.2,1936,10.3,3.36,0,0,3,1,1704
18,27,45,2.4,2000,14,0.77,0,0,4,1,3160
15,20.6,26,1.2,2000,0.4,1.76,0,0,4,1,1502
1,9.8,75,0.5,668,5.5,0,0,0,4,1,0
12,28.1,73,2.1,1326,22.7,0.87,0,0,3,1,964
9,23.5,51,1.4,1169,12.7,1.82,0,0,3,1,1344
10,18.1,56,2.6,1720,9.1,1.79,0,0,4,1,932
21,-14.1,36,1.8,1869,-25.9,0,0,0.3,1,1,130
0,22.7,36,1.5,2000,6.8,0,0,0,3,1,1322
17,32.8,61,4,1878,24.2,1.46,0,0,3,1,978
3,21.5,85,0.1,1282,18.8,0,0,0,4,1,320
12,33.2,52,2.5,1514,22,1.59,0,0,3,1,640
4,4,68,0,2000,-1.3,0,0,0,4,1,109
1,-6,76,3.1,1178,-9.5,0,0,1,1,1,120
6,2.2,82,2,211,-0.5,0,0,0,1,1,107
2,24.9,86,1.3,1469,22.3,0,0,0,3,1,600
16,33.6,57,3.5,1901,23.8,2.19,0,0,3,1,818
20,-3.9,44,2.5,2000,-14.3,0,0,0,1,1,294
10,24.8,82,3.2,1732,21.5,0.34,0,0,3,1,402
14,12.4,72,1.9,1860,7.4,1.06,0,0,4,1,962
16,2.4,79,1.9,1995,-0.8,0.37,0,0,2,1,241
9,2.3,43,1.2,1892,-9,0.52,0,0,4,1,955
3,18.6,78,0.8,1997,14.6,0,0,0,3,1,150
5,13.5,98,0.8,105,13.1,0,0,0,2,1,72
22,-0.3,34,1.6,1981,-14.2,0,0,0,1,1,191
7,4.4,72,0.3,1189,-0.2,0,0,0,4,1,1066
6,9.1,95,2.7,373,8.3,0,7,0,2,1,5
6,20.2,70,1.6,1690,14.5,0,0,0,4,1,624
4,-1.9,44,0.7,1907,-12.5,0,0,0,1,1,50
3,9.4,85,1.6,983,6.9,0,0,0,4,1,249
1,-10.4,37,0.3,2000,-22.3,0,0,0,1,1,129
12,32,57,1.6,1075,22.4,1.94,0,0,3,1,600
10,13,49,0.5,1685,2.5,1.61,0,0,4,1,997
2,8.8,49,0.7,1272,-1.3,0,0,0,2,1,281
10,33.5,49,1,1937,21.3,2.09,0,0,3,1,547
8,7,56,3.1,1971,-1.1,0.44,0,0,4,1,2000
21,-0.1,55,0.7,1654,-8,0,0,0,1,1,321
5,9.4,93,1.3,2000,8.3,0,0,0,2,1,77
4,-1.6,83,0.6,368,-4.1,0,0,0,1,1,64
22,12.4,96,2.7,545,11.7,0,0,0,4,1,14
5,-1.2,81,0.8,258,-4,0,0,0,1,1,52
13,28.9,68,2.8,1934,22.3,1.55,0,0,3,1,1046
14,4.7,24,3.6,1552,-14.2,1.08,0,0,1,1,349
23,4.2,47,1.3,2000,-6.1,0,0,0,2,1,455
10,-3.3,50,1.3,1407,-12.2,0.4,0,0,1,1,232
3,18.8,61,1.3,2000,11.1,0,0,0,3,1,232
10,19.9,27,2.7,1775,0.3,2.44,0,0,2,1,880
15,11.9,26,2.8,1338,-7,2.34,0,0,2,1,1294
12,26.3,44,1.2,1966,13,2.91,0,0,4,1,1165
5,-6.1,64,1,1231,-11.8,0,0,0,1,1,48
17,33.1,27,1.9,1975,11.5,1.76,0,0,3,1,1666
5,-6.1,49,1,1621,-15.1,0,0,0,2,1,65
20,24.6,51,1.7,2000,13.7,0.07,0,0,3,1,2232
2,6,82,1.3,198,3.1,0,0,0,2,1,195
13,21.9,39,2,2000,7.3,3.52,0,0,2,1,1865
4,21.2,83,0.6,2000,18.1,0,0.1,0,4,1,234
2,-2.7,72,0.9,990,-7,0,0,2.6,1,1,93
18,8.9,85,1.8,2000,6.5,0.01,0,0,4,1,651
21,2.8,88,2.1,592,1,0,0,0,2,1,170
16,5.4,71,3.5,622,0.5,0.2,0,0.5,1,1,214
13,33,55,1,1967,22.7,1.49,0,0,3,1,662
16,4.9,27,2.8,1648,-12.5,0.65,0,0,1,1,390
16,29.6,26,3.7,2000,8,2.58,0,0,3,1,1707
14,36.2,41,2.9,1814,20.8,2.68,0,0,3,1,627
0,12.4,56,0.5,1028,3.8,0,0,0,2,1,553
13,14.4,49,3.5,890,3.8,1.71,0,0,4,1,920
13,24.9,78,1.5,1910,20.7,0.72,0,0,4,1,731
16,8.2,64,1,281,1.7,0.32,0,0,1,1,473
13,5.4,55,1.2,820,-2.9,0.66,0,0,1,1,320
17,-0.9,34,2.8,2000,-14.8,0.28,0,1.8,1,1,279
6,14.1,69,1.6,1882,8.4,0,0,0,2,1,290
16,9.4,39,1.8,1704,-3.8,0.56,0,0,4,1,1026
18,34.5,45,2,2000,20.8,1,0,0,3,1,2326
22,6.8,58,2.2,1936,-0.9,0,0,0,4,1,1088
13,24.2,48,1.2,1968,12.4,2.19,0,0,3,1,1752
5,3.3,72,0,1946,-1.2,0,0,0,4,1,154
0,9.6,44,2.2,1417,-2,0,0,0,2,1,515
8,-10.2,35,1.8,2000,-22.7,0,0,0,1,1,502
18,24.8,41,0.5,2000,10.6,0.33,0,0,4,1,2397
3,13.5,41,1,2000,0.4,0,0,0,2,1,347
22,8.7,53,0.4,764,-0.3,0,0,0,4,1,1061
9,9.4,44,0.3,743,-2.2,0.33,0,0,2,1,616
4,8.8,71,0.9,1516,3.8,0,0,0,4,1,206
18,-2.6,38,1.4,1604,-14.9,0,0,0,1,1,603
15,16.1,52,1.5,2000,6.2,0.93,0,0,2,1,971
11,7.1,50,2.2,534,-2.6,0.33,0,0,1,1,332
14,5.7,80,3.7,348,2.5,0.13,0,0,1,1,17
6,28.3,83,1.1,900,25.1,0,0,0,3,1,546
5,21.7,88,0.6,289,19.6,0,0,0,3,1,247
18,25.6,57,2.7,1217,16.4,0.96,0,0,3,1,3221
21,27.2,80,2.3,1870,23.4,0,0,0,3,1,1924
5,19,85,0.4,467,16.4,0,0,0,3,1,262
22,9.2,55,0.9,2000,0.6,0,0,0,4,1,1255
3,2,50,2,2000,-7.3,0,0,0,2,1,141
10,-2.2,42,1.3,1646,-13.4,0.61,0,0,1,1,273
17,18.1,16,1.4,2000,-8.1,0.45,0,0,2,1,1662
6,2.9,75,0.2,1761,-1.1,0,0,0,4,1,433
21,21.9,60,2.5,1551,13.7,0,0,0,2,1,2070
18,20.9,77,0.6,2000,16.7,0.23,0,0,4,1,2235
9,17.5,65,1,416,10.8,1,0,0,2,1,983
23,9.8,87,1.9,2000,7.7,0,0,0,2,1,233
0,-13.6,49,1.6,2000,-22,0,0,0,1,1,105
10,-9.6,32,3.7,2000,-23.2,1.14,0,0,1,1,123
7,0.9,67,0.6,658,-4.5,0,0,0,1,1,289
9,12.8,52,3.9,1614,3.1,1.65,0,0,2,1,1061
5,22.1,93,0.4,333,20.9,0,0,0,3,1,266
22,14.6,46,2.2,2000,3,0,0,0,4,1,0
22,12.7,76,1.5,521,8.5,0,0,0,2,1,880
17,15.1,52,1.9,2000,5.3,0.64,0,0,2,1,1462
0,-7.5,36,2.3,1972,-20,0,0,0,1,1,125
13,11.2,34,2.6,1940,-4.1,2.26,0,0,4,1,983
15,13,39,3.7,2000,-0.6,1.09,0,0,4,1,1054
17,31.8,52,2.4,1438,20.7,1.93,0,0,3,1,1591
21,23.3,51,1.7,1654,12.5,0,0,0,3,1,2404
18,2.5,41,1,1974,-9.4,0,0,0,1,1,384
2,3.1,65,0.8,310,-2.8,0,0,0,1,1,140
22,27.2,73,1.5,1005,21.9,0,0,0,3,1,1980
9,20.8,53,0.8,381,10.8,1.58,0,0,2,1,1148
17,39,41,2.6,1881,23.3,1.83,0,0,3,1,1033
6,23.8,71,1.2,2000,18.2,0,0,0,4,1,656
1,22.7,83,0.1,1940,19.6,0,0,0,4,1,975
16,8.9,87,1.8,2000,6.8,0.32,0,0,2,1,445
20,22.1,65,1.3,1611,15.2,0.09,0,0,3,1,2276
3,13.6,56,1.6,2000,4.9,0,0,0,4,1,179
6,18.9,53,0.3,1871,9.1,0.04,0,0,3,1,742
4,8.8,61,2.8,2000,1.6,0,0,0,4,1,233
16,33.3,46,3.1,1914,20.1,2.51,0,0,3,1,818
11,27.1,52,2.1,557,16.3,2.82,0,0,3,1,870
19,33.4,51,2.6,2000,21.8,0.59,0,0,3,1,1423
19,28.7,76,0.7,2000,24,0.11,0.9,0,3,1,1301
20,19.1,64,2.6,1530,12.1,0.06,0,0,2,1,2224
10,21.9,43,1.1,2000,8.7,1.89,0,0,4,1,922
4,21.1,62,1.8,2000,13.5,0,0,0,4,1,255
20,-13.5,33,2.4,2000,-26.3,0,0,0.5,1,1,141
10,12.4,34,1.2,1943,-3,2.24,0,0,2,1,700
1,11.3,58,1.3,2000,3.3,0,0,0,2,1,34
19,0,31,2.2,2000,-15.1,0,0,0,1,1,163
9,1.8,37,0.9,1310,-11.3,0.31,0,0,4,1,825
6,16.5,96,2.3,417,15.8,0,8.5,0,4,1,0
17,34.8,49,3,1866,22.5,1.37,0,0,3,1,1310
20,13.9,97,2.5,594,13.4,0,0,0,4,1,12
11,27.5,70,2.4,1719,21.5,1.07,0,0,3,1,887
15,17.1,33,2.1,1929,0.6,2.04,0,0,4,1,1322
19,7.6,96,1.5,1309,6.9,0,1.5,0,2,1,75
17,21.7,38,2,2000,6.7,1.17,0,0,2,1,2020
12,20.1,37,4,1910,4.9,3.44,0,0,2,1,1216
22,2.7,85,1.1,580,0.4,0,0,3.2,4,1,396
10,-2.2,36,4.1,1930,-15.2,0.53,0,0,1,1,180
1,-0.2,54,0.5,1747,-8.4,0,0,0,1,1,280
9,-6.3,76,0.6,330,-9.8,0.05,0.2,0.4,1,1,102
11,-5.2,30,4,1991,-20.1,0.86,0,0,1,1,239
10,6.6,40,1,1061,-6,0.65,0,0,2,1,406
20,1.8,19,3.1,2000,-19.4,0,0,0,1,1,358
8,20.9,68,1.3,2000,14.7,0.18,0,0,4,1,2329
6,11.4,80,1,885,8,0.02,0,0,2,1,0
20,5.9,67,1.3,779,0.2,0,0,0,1,1,323
8,21.4,70,1.5,1986,15.6,0.38,0,0,4,1,2253
11,33.6,46,1.7,1965,20.3,2.6,0,0,3,1,476
16,32.2,39,2.8,928,16.4,1.74,0,0,3,1,1407
15,25.3,39,1.6,2000,10.3,1.88,0,0,4,1,0
23,26.6,80,2,1527,22.8,0,0,0,3,1,1278
8,8.7,49,0.8,1520,-1.4,0.68,0,0,2,1,1920
13,13.4,56,3.7,1693,4.7,0.82,0.1,0,2,1,516
18,13.1,74,1.6,1989,8.5,0.05,0,0,4,1,1882
5,18.6,81,0.8,1205,15.2,0,0,0,3,1,299
10,10.7,81,1.4,2000,7.5,0.57,0,0,2,1,505
2,-5.1,47,0.9,1460,-14.6,0,0,0,1,1,107
12,2.5,84,1.9,1538,0,0.4,1.8,7,4,1,167
10,13.7,26,2.3,1476,-5.4,2.25,0,0,2,1,761
16,11.9,25,2.7,1424,-7.5,1.83,0,0,2,1,1205
3,15.3,59,1.6,2000,7.3,0,0,0,4,1,0
12,23.1,56,1.6,1222,13.8,1.71,0,0,3,1,1256
20,12.7,75,2,433,8.3,0,0,0,4,1,1464
17,28.9,45,1.4,2000,15.7,1.89,0,0,3,1,2020
18,28.4,75,2.4,1564,23.5,0.52,0,0,3,1,2931
3,22.6,66,1.5,2000,15.9,0,0,0,3,1,403
12,18.8,35,1.2,1057,2.9,2.06,0,0,4,1,1063
10,-7.7,43,0.9,1555,-18.1,0.35,0,0,1,1,189
10,25.5,43,1,1568,11.9,2.49,0,0,3,1,959
16,10.6,26,1.9,1955,-8.1,1.75,0,0,2,1,680
16,24.5,38,2.2,1903,9.2,1.1,0,0,2,1,2213
23,14,66,1.2,519,7.7,0,0,0,2,1,975
17,13.7,37,1.4,2000,-0.7,0.49,0,0,4,1,1569
9,0.3,67,0.7,897,-5.1,0.03,0,0.6,1,1,298
9,24.2,84,0.9,632,21.3,0.49,0,0,3,1,1112
15,-0.8,26,3.3,1977,-17.9,0.87,0,0,1,1,362
10,-11.1,46,3.7,1638,-20.4,0.48,0,0,1,1,152
23,12.9,51,1.7,1200,2.9,0,0,0,2,1,677
15,13.2,43,1.1,714,0.8,1.26,0,0,4,1,794
22,5.3,79,0.6,200,1.9,0,0,0,1,1,282
16,31.6,57,2.7,1882,22,2.19,0,0,3,1,1306
14,34.5,43,2.6,2000,20,2.37,0,0,3,1,733
11,1,25,1.4,1782,-16.8,1.7,0,0,1,1,93
7,7.6,54,1.7,1690,-1.1,0.13,0,0,2,1,1054
13,-2.7,29,2.9,1961,-18.3,2.29,0,0,1,1,246
9,17.4,94,0.7,230,16.4,0.16,0,0,2,1,609
13,27.1,75,3.7,1972,22.2,0.28,0,0,3,1,540
18,6.4,43,3.7,2000,-5.2,0.92,0,0,2,1,714
7,0.1,43,1.4,1502,-11,0,0,0,2,1,159
9,13.2,22,1.1,2000,-8,0.93,0,0,2,1,982
14,3.4,23,2.4,1545,-15.8,2.74,0,0,2,1,450
7,28.3,55,1.1,2000,18.3,0.03,0,0,3,1,720
4,18.5,82,2,1072,15.3,0,0,0,3,1,255
22,2,37,2.7,2000,-11.1,0,0,0,2,1,460
14,28,39,2.6,1833,12.7,3.14,0,0,3,1,1152
1,10,78,0.4,1669,6.3,0,0,0,4,1,572
7,-12.4,54,2.5,1790,-19.8,0,0,0,1,1,34
14,3,82,1.7,1589,0.2,0.55,0,5,4,1,298
16,24.8,13,3.3,1955,-5.5,2.5,0,0,2,1,1942
4,-4.3,49,0.7,2000,-13.4,0,0,0,1,1,96
4,5.6,66,0.7,2000,-0.2,0,0,0,4,1,117
21,22.1,61,1.5,2000,14.2,0,0,0,4,1,0
2,8.3,70,0.8,394,3.1,0,0,0,2,1,163
13,13.5,43,2.2,1687,1.1,1.92,0,0,4,1,912
11,18.8,95,1.5,597,17.9,0.46,0,0,4,1,111
19,6.1,44,1,750,-5.2,0,0,0,1,1,616
17,21.1,64,1.2,2000,14,0.4,0,0,4,1,1870
1,19.5,65,0.4,1662,12.7,0,0,0,3,1,776
4,12.1,51,1.6,1939,2.2,0,0,0,2,1,252
7,9,95,2.3,294,8.2,0,6,0,2,1,17
22,21.6,94,1.1,766,20.5,0,0,0,3,1,1239
16,23.6,66,4.2,1208,16.8,0.89,0,0,2,1,1592
8,26.4,69,0.5,1559,20.2,1.09,0,0,3,1,1935
18,27.3,42,1.2,2000,13.2,0.19,0,0,3,1,1934
12,21.8,31,2.1,2000,3.9,3.39,0,0,2,1,1373
14,1.2,36,6,1430,-12.2,2.86,0,0,2,1,375
23,16.1,69,1.8,1666,10.4,0,0,0,2,1,587
21,11.4,74,1.9,498,6.9,0,0,0,4,1,0
19,-12,47,3.2,2000,-21,0,0,0.9,1,1,248
4,7.6,52,0.4,1935,-1.6,0,0,0,2,1,110
6,4.9,76,1.1,800,1,0,0,0,4,1,357
2,6.2,59,0.6,1584,-1.2,0,0,0,4,1,327
8,19.1,53,1.7,1952,9.2,0.8,0,0,3,1,684
19,25.1,74,2.1,1105,20.1,0,0.5,0,3,1,1707
11,19,30,3,1719,1,2.84,0,0,2,1,1000
6,22,90,1.3,471,20.2,0,0,0,4,1,137
5,19.1,97,1.2,402,18.6,0,0,0,3,1,162
8,28.6,75,1.2,1588,23.7,0.56,0,0,3,1,1731
16,30.5,34,2.9,1830,12.8,2.51,0,0,3,1,1401
10,-1.6,26,1.9,1980,-18.6,1.29,0,0,1,1,127
10,-1.8,40,1.8,1555,-13.6,0.48,0,0,1,1,179
19,6.2,54,1.8,883,-2.4,0.08,0,0,2,1,923
1,-4.8,44,1.1,1432,-15.2,0,0,0,1,1,159
11,22.7,63,1.1,605,15.2,1.36,0,0,2,1,1117
5,19.7,82,0.5,2000,16.5,0,0,0,4,1,249
18,-3.5,35,1.1,1414,-16.7,0,0,0,1,1,612
12,19.1,26,1.6,1704,-0.8,2.73,0,0,2,1,939
5,24.6,87,3.6,1966,22.2,0,0,0,3,1,109
8,-7.1,30,1.7,1991,-21.7,0.04,0,0,1,1,80
10,16.3,62,0.8,1639,8.9,0.27,0.3,0,2,1,486
23,15.2,51,1,858,5.1,0,0,0,2,1,820
8,11.4,66,0.8,1991,5.2,0.18,0,0,4,1,0
20,-2.8,39,1.7,1702,-14.8,0,0,0,1,1,311
8,9.3,85,0.3,313,6.9,0.07,0,0,4,1,589
0,13,72,1.8,1987,8,0,0,0,4,1,0
17,28.2,51,3.3,879,17,1.73,0,0,3,1,2002
8,-16.4,32,3.3,2000,-29.2,0.01,0,0.6,1,1,349
17,16.3,39,1.7,1969,2.3,0.8,0,0,4,1,1902
14,29.8,26,2.2,1818,8.2,3.2,0,0,3,1,1399
23,0.4,37,2.9,2000,-12.6,0,0,0,4,1,488
3,1.1,44,1,1128,-9.8,0,0,0,1,1,102
16,11,34,2.3,1999,-4.2,1.16,0,0,4,1,1110
8,1,97,0.9,148,0.5,0.22,0,0,2,1,1163
21,28.8,69,2.4,1619,22.5,0,0,0,3,1,2122
14,20.2,47,2.4,541,8.5,2.3,0,0,2,1,711
20,1.1,44,1.2,1171,-9.8,0,0,0,1,1,303
6,11,91,1,124,9.5,0,1,0,4,1,194
18,16.9,47,1.4,1637,5.5,0.11,0,0,4,1,2716
